B;,2017-06-07 21:32:38.853;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=85],  [type=RUNNING, confidence=15]],,,,,,,,
B;,2017-06-07 21:32:44.036;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=92],  [type=RUNNING, confidence=8]],,,,,,,,
B;,2017-06-07 21:32:49.371;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:32:54.532;[ [type=ON_FOOT, confidence=85],  [type=WALKING, confidence=62],  [type=RUNNING, confidence=23],  [type=ON_BICYCLE, confidence=8],  [type=UNKNOWN, confidence=8]],,,,
B;,2017-06-07 21:32:59.798;[ [type=ON_FOOT, confidence=85],  [type=WALKING, confidence=77],  [type=ON_BICYCLE, confidence=15],  [type=RUNNING, confidence=8]],,,,,,
B;,2017-06-07 21:33:05.01;[ [type=ON_FOOT, confidence=85],  [type=WALKING, confidence=62],  [type=RUNNING, confidence=23],  [type=ON_BICYCLE, confidence=15]],,,,,,
B;,2017-06-07 21:33:10.194;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=85],  [type=RUNNING, confidence=15]],,,,,,,,
B;,2017-06-07 21:33:15.362;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=15],  [type=ON_BICYCLE, confidence=8]],,,,,,
B;,2017-06-07 21:33:20.599;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=61],  [type=RUNNING, confidence=31],  [type=ON_BICYCLE, confidence=4],  [type=UNKNOWN, confidence=4]],,,,
B;,2017-06-07 21:33:25.766;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=77],  [type=RUNNING, confidence=23]],,,,,,,,
B;,2017-06-07 21:33:30.939;[ [type=ON_FOOT, confidence=85],  [type=WALKING, confidence=62],  [type=RUNNING, confidence=23],  [type=ON_BICYCLE, confidence=15]],,,,,,
B;,2017-06-07 21:33:36.117;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:33:41.347;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=62],  [type=RUNNING, confidence=31],  [type=UNKNOWN, confidence=8]],,,,,,
B;,2017-06-07 21:33:46.502;[ [type=ON_FOOT, confidence=96],  [type=WALKING, confidence=66],  [type=RUNNING, confidence=31],  [type=ON_BICYCLE, confidence=4]],,,,,,
B;,2017-06-07 21:33:51.698;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=60],  [type=WALKING, confidence=40]],,,,,,,,
B;,2017-06-07 21:33:57.063;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:03.51;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:08.743;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:13.76;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:18.948;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:24.097;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:29.527;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:34.659;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:39.844;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
